Substance_id	Substance_Name	Allergic_Patients	Medicines_Containing
8699	Chlorhexidine Dihydrochloride, Nystatin, Dexamethasone	0	1
8946	Cinchocaine Hydrochloride, Dexamethasone, Butylene Glycol	0	1
9193	Dimeticone, Guaiazulene	0	1
9440	Codeine, Erysimum (Hydroalcoolic Dried Extract )	0	2
9687	Varicella Virus Oka Strain, (Live, Attenuated) Produced In Human Diploid (Mrc-5) Cells, Rubella Virus Wistar Ra 27/3 Strain (Live, Attenuated), Measles Virus Schwarz Strain (Live, Attenuated), Mumps Virus Rit 4385 Strain, Derived From Jeryl Lynn Strain (L	0	1
9934	Diphenoxylate Hydrochloride, Atropine Sulfate Monohydrate	0	1
10181	Harpagophyti Extractum Siccum	0	1
10428	Senna Alexandrina Fruit Dry Extraxt (6-12:1) Adjusted To 13mg Hydroxyanthraceneglycoside (Calculated As Sennoside B), Extracting Agent: Ethanol 60% (V/V)	0	1
10675	Spheroids Of Human Autologous Matrix-Associated Chondrocytes	0	1
10922	Gelatin Tannate	0	1
11169	Apis Mellifica Dil. D12, Ferrum Phosphoricum Dil. D 10, Echinacea Dil D4, Lachesis Dil. D10, Hepar Sulfuris Dil. D10, Baptisia Tinctoria Dil. D4	0	1
11416	Calcium Lactate Pentahydrate, Melissa Hydroalcoholic Dry Extract, Hawthorn Hydroalcoholic Dry Extract, Magnesium Thiosulfate	0	1
11663	Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Sodium Acetate Trihydrate, Poly (0 2 Hydroxyethyl) Starch	0	1
11910	Onasemnogene Abeparvovec	0	1
301	Budesonide	0	204
1600	Lupuli Flos, Melissa Leaf, Valerianae Radix, Motherwort	0	4
6540	Cardiospermum Dil. D3, Galphimia Glauca Dil. D3, Luffa Operculata Dil. D4	0	1
6787	Indapamide, Ramipril	0	5
7034	Ivacaftor	0	17
7281	Stannum Metallicum D8, Silicea D8, Terebinthina D3, Kreosotum D3, Chelidonium Majus D3	0	1
7528	Castor Oil, Perú Balsam, Soluble Fraction	0	1
7775	Calcium Ion, Sulfate	0	1
8022	Metronidazole, Glucose Monohydrate	0	1
8269	Naproxen Ph. Eur.	0	2
8516	Nimorazole	0	1
8763	Terebinthinae Aetheroleum Rectificatum, D-Camphor, Eucalyptus Oil, Sylvestris Pine Oil	0	1
9010	Dextromethorphan Hydrobromide, Paracetamol	0	1
9257	Aesculus Hippocastanum Trit. D 2, Collinsonia Canadensis Trit. D 2, Hamamelis Virginiana Trit. D 3, Lycopodium Clavatum Trit. D 4, Paeonia Officinalis Trit. D 2, Sulfur Trit. D 6	0	1
9504	Potassium Hydrogen Carbonate, Potassium Hydrogen Tartrate	0	1
9751	Serenoa Serrulata Fruit Extract, Urtica Root Dry Extract	0	1
9998	Renes Bovis Gl Dil. D4 (Hab, Vs. 41a)	0	1
10245	Hepar Sulfuris D10, Hepar Sulfuris D15, Hepar Sulfuris D200, Hepar Sulfuris D30, Serenoa Repens D10, Serenoa Repens D30, Serenoa Repens Ø	0	1
10492	Ethanol, Kalium Bichromicum Dil. D4, Carbo Vegetabilis Dil. D8, Calcium Sulfuricum D4 Dil., Cinnabaris D8 Dil., Silicea D8 Dil., Thuja Occidentalis Dil. D8, Hydrastis Canadensis Dil. D4	0	1
10739	Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Sodium Hydroxide, Calcium Chloride Dihydrate, Glucose Monohydrate, L-Malic Acid	0	1
10986	Colecalciferol, Ibandronic Acid	0	1
11233	Chlortalidone Bp, Triamterene Bp	0	1
11480	Vaseline	0	6
11727	Etuvetidigene Autotemcel	0	1
11974	Levomenthol, Cinnamomum Cassia Essential Oil, Anise Oil, Citronella Oil, Lavender Oil, Lemon Oil, Spike Lavender Oil, Spirit Of Melissa, Salviae Oleum, Thymus Essential Oil, Myristica Fragrans Essential Oil, Caryophylli Floris Aetheroleum	0	1
365	Benzydamine Hydrochloride	0	180
1664	Sumatriptan	0	100
6604	Mercurius Solubilis Hahnemanni C3, Pulsatilla Pratensis C3, Bryonia C3, Bromum C3, Phytolacca Americana C3, Arisaema Triphyllum C3, Arnica Montana C3, Atropa Bella-Donna C3, Euspongia Officinalis C3	0	4
6851	Indoramin Hydrochloride	0	1
7098	Soft Extract From Thyme, (Der 2-4:1), Extraction Solvent: Water, Soft Extract From Iceland Moss, (Der 3-7:1), Extraction Solvent: Water	0	4
7345	Nitroglycerinum Dil. D4, Valeriana Officinalis Ø, Avena Sativa Mother Tincture, Passiflora Incarnata Mother Tincture	0	1
7592	Metoprolol Tartrate, Felodipine	0	2
7839	Siponimod	0	1
8086	Minocycline Hydrochloride Dihydrate	0	3
8333	Pressed Juice From Fresh Flowering Echinacea Purpurea Herb (1:0.65-0.85)	0	1
8580	Icodextrin, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Sodium (S)-Lactate Solution	0	2
8827	Magnesium Lactate, Dry Extract Of Melissa Leaf (3-6:1), Extraction Solvent: Ethanol 50% V/V	0	1
9074	Psyllium Husk, Liquid Paraffin	0	1
9321	Phloroglucinol	0	12
9568	Chortoglyphus Arcuatus Extract	0	1
9815	Guaifenesin, Sodium Benzoate, Terpin, Cineole	0	1
10062	Kalium Stibyltartaricum Dil. D6, Strychnos Nux-Vomica Dil. D4, Filipendula Ulmaria Dil. D 6, Harpagophytum Procumbens Dil. D4, Solanum Dulcamara Dil. D6, Bryonia Dil. D4, Gnaphalium Polycephalum Dil. D2, Ledum D4 Dil.	0	1
10309	Heparin Sodium, Benzocaine, Aesculus Hippocastanum L.	0	1
10556	Gallium (68ga) Edotreotide	0	2
10803	Sunitinib Malate	0	5
11050	Cuprum Sulfuricum Dil. D4, Arnica Montana E Floribus Sicc. Glückselig Dil. D2, Bolus Alba Spag. Glückselig Ø, Dryopteris Filix-Mas Ex Herba Rec. Glückselig Dil. D4, Hydrargyrum Bichloratum Spag. Glückselig Dil. D6, Stibium Sulfuratum Nigrum Dil. D8, Zincu	0	1
11297	Hyoscyamus Dil. D4, Psychotria Ipecacuanha Dil. D4, Drosera Dil. D2	0	1
11544	Cocculus Trit. D4, Conium Maculatum Trit. D3, Nicotiana Tabacum Trit. D4	0	1
11791	Radium Ra 223 Dichloride	0	1
12038	Aluminium Phosphate Gel, A/California/7/2009(H1n1)-Like Strain (Nymc X-179a)	0	1
429	Glyceryl Trinitrate	0	92
1728	Apraclonidine	0	4
6668	Marshmallow Root, Plantaginis Lanceolatae Folium, Thymi Herba, Liquorice Root	0	1
6915	Tinzaparin	0	1
7162	Aconitum D6, Eupatorium Perfoliatum Trit. D4, Gelsemium Trit. D6, Ferrum Phosphoricum D8, Baptisia (Hab 34) Dil. D4	0	1
7409	Disodium Phosphate, Anhydrous, Sodium Hydrogen Carbonate, Sodium Sulfate Anhydrous, Magnesium Sulphate Anhydrous	0	1
7656	Menthol, Camphor, Eucalyptus Oil, Turpentine Oil	0	1
7903	Distillate From A Mixture (Up To): Melissa Officinalis Leaf (536 Mg), Inula Helenium Root (714 Mg), Angelica Archangelica Root (714 Mg), Zingiber Officinale Root (714 Mg), Syzygium Aromaticum Flower (285 Mg), Alpinia Officinarum Root (285 Mg), Piper Nigru	0	2
8150	Morphine Sulfate Ph. Eur.	0	3
8397	Magnesium Oxide, Heavy, Pyridoxine Hydrochloride, Dry Extract From Melissa Leaf, (Der 6-8: 1), Extraction Solvent: Purified Water, Valerianae Extractum Siccum (3 - 6 : 1), Ethanol 70% (V/V)	0	1
8644	Uridine, Cytidine 5' Monophosphate Disodium	0	1
8891	Taka-Diastase	0	1
9138	Crataegus Trit. D3, Cactus Trit. D7, Spigelia Trit. D5, Nitroglycerinum Trit. D5, Magnesium Phosphoricum Trit. D7	0	1
9385	Piperacillin	0	1
9632	Halibut	0	1
9879	Quinidine Gluconate, Cinchonidine Hydrochloride, Cinchonine Hydrochloride, Quinine Gluconate	0	1
10126	Pseudoephedrine Hydrochloride, Ebastine	0	2
10373	Argentum Metallicum Dil. D7, Secale Cornutum E Sklerotio Ferm 35b Dil. D5 (Hab, Vs. 35b)	0	1
10620	Calcium, Glucose, Magnesium, Chloride Ion, Acetate	0	1
10867	Flunisolide Hemihydrate	0	1
11114	Tobramycin Sulfate	0	2
11361	Betulae Folium, Restharrow Root, Petroselinum Crispum Root, Menthae Piperitae Herba, Herniaria Glabra L., Arctostaphylos Uva-Ursi Leaf	0	2
11608	Silbiol, Pine Needle Oil, Heavy Fraction	0	1
11855	Dextropropoxyphene Hydrochloride	0	1
493	Rurioctocog Alfa Pegol	0	1
1257	Memantine Hydrochloride, Donepezil Hydrochloride	0	9
1751	Carbomer 974p	0	17
1998	Ascorbic Acid, Ferrous Gluconate	0	1
2245	Baclofen Ph. Eur.	0	1
2492	Berberis Vulgaris E Fructibus Ferm 33c Dil. D2 (Hab, Vs. 33c), Quarz Dil. D19 Aquos.	0	1
763	Isoprenaline Sulfate	0	1
3759	Ciprofloxacin Lactate	0	11
1321	Aminophylline Dihydrate	0	2
1815	Sugammadex Sodium	0	18
2062	Ipratropium Bromide Monohydrate	0	28
2309	Balsalazide Disodium	0	4
86	Extract Of Fresh Ash Mistletoe Herb	0	2
2556	Isopropyl Alcohol, Ethanol, Povidone, Iodinated	0	1
827	Histamine Dihydrochloride	0	56
3823	Clebopride Hydrogen Maleate	0	4
1385	Ammonia	0	1
1879	Cuprum Metallicum Praeparatum, Lavender Oil, Rosemary Oil, Arnicae Flos / Betulae Folium / Calendula Herba (3:4:1), Oil Extract (Der 1,2:10)	0	1
2126	Chlortetracycline Hydrochloride	0	7
2373	Cyanocobalamin, Riboflavin, Thiamine Nitrate, Pyridoxine Hydrochloride	0	1
150	Aceclofenac	0	49
2620	L-Arginine Hydrochloride	0	1
891	Triticum Aestivum, Phleum Pratense, Holcus Lanatus, Artemisia Vulgaris, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale, Oat, Hordeum Vulgare	0	1
3887	Chlorzoxazone	0	8
1449	Losartan Potassium	0	191
1943	Arteria Suis Dil. D30, Arteria Suis Dil. D200, Arteria Suis D10	0	1
2190	Interferon Beta-1a	0	2
2437	Vinorelbine Tartrate	0	25
214	Alendronic Acid	0	83
2684	Ferrum Phosphoricum Dil. D12	0	1
955	A-Amyl Cinnamaldehyde	0	1
3951	Acidum Alpha-Ketoglutaricum D8, Acidum Ascorbicum D6, Acidum Cis-Aconiticum D8, Acidum Citricum D8, Acidum Fumaricum D8, Acidum Malicum D8, Acidum Succinicum D8, Acidum Thiocticum D6, Cerium Oxalicum D8, Coenzym A D8, Cysteinum D6, Barium Oxalsuccinicum D	0	2
4468	Plantago Lanceolata Pollen, Depigmented Polymerized Extract	0	1
4715	Equisetum Arvense Ex Herba Ferm 35b Dil. D14 (Hab, Vs. 35b), Disci Intervertebrales Cervicales, Thoracici Et Lumbales Bovis Gl Dil. D5 (Hab, Vs. 41b), Formica Rufa Ex Animale Toto Gl Dil. D6 (Hab, Vs. 41c), Stannum Metallicum Dil. D5, Viscum Album (Mali) 	0	1
4962	Bryonia D4, Ledum Palustre D4, Arnica Dil. D4, Acidum Sulfuricum D6, Argentum Metallicum D12, Causticum Hahnemanni D12	0	1
5209	Quercus	0	1
4532	Desvenlafaxine Benzoate	0	2
4779	Daphne Mezereum Dil. D 6, Verbascum Densiflorum Dil. D1, Magnesium Phosphoricum Dil. D6, Citrullus Colocynthis Dil. D2, Dioscorea Villosa Dil. D4, Chininum Arsenicosum Dil. D4	0	1
5026	Levomenthol, Peppermint Oil, Myrrh Tincture	0	1
5273	Caraway Fruit, Fennel, Bitter, Matricariae Flos, Menthae Piperitae Folium, Pimpinella Anisum	0	3
3706	Cichorium Intybus E Planta Tota Ferm 33c Dil. D3 (Hab, Vs. 33c), Stibium Metallicum Dil. D5, Pancreas Suis Gl Dil. D4 (Hab, Vs. 41a)	0	1
1268	Artemisia Absinthium, Herba Rec., Ethanol. Extr. 1:2,3, Centaurium Erythraea, Herba Rec., Ethanol. Extr. 1:2,3, Cichorium Intybus, Planta Tota Rec., Ethanol. Extr. 1:2,3, Gentiana Lutea, Ethanol. Decoctum Ø, Juniperus Communis, Summitates, Ethanol. Infusu	0	1
1762	Allium Cepa Dil. D 3, Aralia Racemosa Dil. D2, Euphrasia 3c D6, Schoenocaulon Officinale D8, Acidum Silicicum Dil. D8	0	1
2009	Levomenthol, Cajuput Oil, Eucalyptus Oil, Methyl Salicylate	0	8
2256	Calcium Ion, Hydrogen Carbonate	0	2
2503	Hawthorn Leaf And Flower Liquid Extract, Quantified	0	1
774	Cefaclor	0	37
3770	Cisplatin	0	42
1332	Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Aspartic Acid, Glutamic Acid, Glycine, N-Acetyltyrosine, Tryptophan, Citric Acid Anhydrous, Glutamic Acid Lysine Sal	0	1
1826	Argentum Metallicum Praeparatum Dil. D8 Aquos., Argentum Metallicum Praeparatum Dil. D6 Aquos., Argentum Metallicum Praeparatum Dil. D20, Argentum Metallicum Praeparatum Dil. D12, Argentum Metallicum Praeparatum Dil. D30	0	1
2073	Tapentadol Hydrochloride	0	20
2320	Barium Sulfate	0	23
97	Brimonidine Tartrate	0	84
2567	Glycopyrronium Bromide, Formoterol Fumarate Dihydrate	0	1
838	Vespula Spp. (802), Aluminium Hydroxide	0	12
3834	Simeticone, Potassium Chloride, Sodium Chloride, Sodium Citrate, Sodium Sulfate Anhydrous, Macrogol 4000, Citric Acid	0	2
1396	Ampicillin, Sulbactam	0	14
1890	Arnica Montana E Floribus W 5% (Hab, Vs. 12g Mit Nativem Olivenöl)	0	1
2137	Aurum Metallicum Praeparatum Dil. D10, Hyoscyamus Dil. D5, Stibium Metallicum Praeparatum Dil. D6	0	1
2384	Betamethasone Dipropionate, Salicylic Acid	0	13
161	Acemetacin	0	9
2631	Silicea D12	0	1
902	Levomenthol, Camphor, Racemic, Pumilio Pine Oil	0	1
3898	Allergen Extract From Phleum Pratense Pollen, Glutaraldehyde-Modified, Festuca Pratensis Pollen Allergoid, Glutaraldehyde-Modified, Holcus Lanatus Pollen Allergoid, Glutaraldehyde-Modified, Allergen Extract From Poa Pratensis Pollen, Glutaraldehyde-Modifi	0	1
1460	Phentolamine Mesilate, Papaverine Hydrochloride	0	1
1954	Formica Dil. D4, Colchicum D4, Ledum Dil D2, Thuja Dil D1, Lithium Carbonicum D6, Berberis Vulgaris Mother Tincture, Rhus Toxicodendron Dil. D3	0	1
2201	Fluciclovine (18f)	0	1
2448	Belimumab	0	1
225	Potassium Hydrogen Carbonate, Sodium Alginate	0	25
2695	Ferrum-Quarz Trit. D2	0	2
966	Betamethasone Valerate, Fusidic Acid	0	36
4479	Lidocaine Hydrochloride Monohydrate, Methylprednisolone	0	1
4726	Pamidronate Disodium	0	23
4973	Hydrargyrum Sulfuratum Rubrum D8, Pulsatilla Pratensis D6, Kalium Bichromicum D6, Calcium Carbonicum Hahnemanni D12	0	2
5220	Calcium Hypophosphorosum Dil. D1, Graphites Dil. D10, Bellis Perennis Mother Tincture	0	1
4543	Lidocaine, Paraformaldehyde	0	1
4790	Trockenextrakt Aus Teufelskrallenwurzel (1,5-2,5:1), Auszugsmittel: Wasser	0	3
5037	Ozenoxacin	0	2
5284	Sodium Dihydrogen Phosphate Dihydrate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Glucose	0	1
4607	Diazepam Ph. Eur.	0	2
4854	Dry Extract Of Passion Flower (5-7:1), Dry Extract Of Melissa Leaf (4-6:1), Extraction Agent: Methanol 30% (V/V), Valerian Root Dry Extract (3-6:1), Ethanol 70 %(V/V)	0	1
5101	Hydrogen Peroxide Solution (3% W/W)	0	3
5348	Disodium Phosphate Dodecahydrate, Sodium Dihydrogen Phosphate Monohydrate	0	2
4671	Theophylline Sodium Acetate	0	1
4918	Acidum Phosphoricum D12, Secale Cornutum D4, Acidum Arsenicosum D8, Natrium Sulfuricum D12	0	1
5165	Econazole	0	5
5412	Alkanna Tinctoria Oily Extract	0	1
989	Olmesartan Medoxomil, Hydrochlorothiazide	0	134
5435	Cetuximab	0	1
5682	Sodium Ascorbate, Ferrous Sulfate Heptahydrate	0	1
5929	Tick-Borne Encephalitis Virus Neudoerfl Strain Adsorbed On Aluminium Hydroxide, Hydrated Produced In Chick Embryo Cells	0	3
6176	Parietaria Judaica Pollen Extract	0	3
495	Olanzapine	0	196
2718	Calcium, Magnesium, Phosphorus	0	1
2965	Liquid Extract Of Mixture Of Pine Sprout, Sage Leaf, Peppermint Leaf, Thyme, Fennel And Aniseed (2.4:2.4:2:1.6:1:1), Extraction Solvent: Water	0	1
3212	Daphne Mezereum Dil. D 6, Matricaria Recutita Dil. D6, Calcium Carbonicum Hahnemanni Dil. D30, Acidum Silicicum Dil. D30, Calcium Hypophosphorosum D6, Calcium Fluoratum Dil. D12, Hekla Lava E Lava Dil. D12, Mercurius Praecipitatus Ruber Dil. D12, Calcium 	0	1
3459	Colchicinum D8, Artemisia Abrotanum D4, Berberis Vulgaris D5	0	1
3985	Retinol Palmitate, Tocopheryl Acetate	0	2
4232	Poractant Alfa	0	2
1053	Populus Alba	0	20
5499	Soya Phospholipids, Containing 76% Of Phosphatidylcholine, Extraction Solvent: Ethanol 96% (V/V)	0	1
5746	Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Tyrosine, Glycine, Olive Oil, Refined, Soya-Bean Oil Refined, Triglycerides, Medium Chain, Tryptophan, Potassium Chloride, Calcium Chloride D	0	6
5993	Gallium (68ga) Chloride	0	3
6240	Tyrothricin, Benzocaine, Cetrimonium Bromide	0	1
559	Theophylline Anhydrous	0	6
2782	Amylmetacresol Bp	0	7
3029	Methyluracil, Lidocaine Hydrochloride	0	3
3276	Cantharis Ex Animale Toto Gl Dil. D6 (Hab, Vs. 41c), Equisetum Arvense Ex Herba Ferm 35b Dil. D3 (Hab, Vs. 35b), Vesica Urinaria Bovis Gl Dil. D7 (Hab, Vs. 41c), Achillea Millefolium Ferm 33d Dil. D3	0	1
3523	Dry Extract From Pelargonium Root (4-7:1), Extraction Solvent: Ethanol 14% (V/V)	0	3
4049	Podophyllum Resin	0	1
4296	Glycerol (86 Percent)	0	1
1117	Rhizopus Nigricans	0	15
5563	Levothyroxine Sodium, Liothyronine	0	1
5810	B/Austria/1359417/2021-Like Strain (B/Singapore/Wuh4618/2021), A/Wisconsin/67/2022 (H1n1)pdm09-Like Strain (A/Georgia/12/2022 Cvr-167), Influenza A Virus, Subtype H3n2, Strain A/District Of Columbia/27/2023-Like Virus A/Victoria/800/2024 Cvr-289, Live	0	1
6057	Bovine Bile Extract	0	2
6304	Melissa Leaf, Menthae Piperitae Folium, Humulus Lupulus L. Flos, Valerianae Radix Pulverata	0	1
623	Phenylephrine Hydrochloride, Ascorbic Acid, Paracetamol	0	73
2846	Cetylpyridinium Chloride, Lidocaine Hydrochloride	0	5
3093	Artemisia Vulgaris	0	8
3340	Magnesium Phosphoricum Acidum Dil. D6, Onopordum Acanthium, Flos Rec., Aqu. Digestio 1:3,1 Cum 1 % Hyoscyamus Ø, Primula Veris, Flos Rec., Aqu. Digestio 1:3,1 Cum 1 % Hyoscyamus Ø	0	1
3587	Fluocinolone Acetonide, Ciprofloxacin Hydrochloride Monohydrate	0	1
4113	Mannitol, Histidine, Histidine Hydrochloride Monohydrate, Tryptophan, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Oxogluric Acid	0	4
4360	Ammi Visnaga Spag. Peka Dil. D6, Grindelia Robusta Spag. Peka Dil. D6, Cobaltum Nitricum Dil. D4, Lactuca Virosa Dil. D12, Aralia Racemosa Dil. D8, Dactylopius Coccus Spag. Peka Dil. D2, Phosphorus Dil. D6, Eriodictyon Californicum Dil. D3	0	1
3651	Chlorhexidine Gluconate, Chlorobutanol Hemihydrate	0	1
1181	Crab	0	6
5627	Paracetamol, Acetylsalicylic Acid, Codeine Phosphate Hemihydrate, Anhydrous Caffeine	0	1
5874	Hydrocortisone, Lidocaine	0	1
6121	Macimorelin	0	2
6368	Harpagophytum Procumbens Mother Tincture	0	1
687	Rivastigmine	0	119
2910	Isopropyl Alcohol, Povidone, Iodinated	0	8
3157	Calcium Levofolinate	0	6
3404	Macrogol 4000	0	55
4177	Crataegus D1, Kalium Carbonicum D3, Spigelia Anthelmia D2	0	1
4424	Esomeprazole Sodium	0	18
1515	Buspirone Hydrochloride	0	34
6455	Benzocaine, Matricariae Extractum Spissum, Belladonnae Radicis Extractum Spissum, Extractum Compositum Spissum Ex: Cytisi Scoparii Herba, Hippocastani Cortice, Tormentillae Rhizomate, Millefolii Herba	0	1
6702	Hydroxycitronellal	0	1
6949	Lactic Acid Bacteria: 25% Lactobacillus Fermentum 57a, 25% Lactobacillus Plantarum 57b, 50% Lactobacillus Gasseri 57c	0	1
7196	Magnesium Chloratum D6, Colocynthis D 6, Lac Defloratum D6, Chamomilla D 6, Artemisia Cina D6	0	1
7443	Phenylephrine Hydrochloride Ph. Eur., Paracetamol Ph. Eur.	0	1
7690	Pyridoxine Hydrochloride, Lysozyme Hydrochloride	0	3
7937	Neomycin Sulfate, Prednisolone Acetate, Sulfacetamide Sodium	0	1
8184	Sulfur Dil. D 8, Veratrum Album Dil. D 4, Phosphorus Dil. D8, Kalium Bichromicum Dil. D8, Atropa Bella-Donna D10, Ceanothus Americanus D4, Colibacillinum Nosode D28, Kreosotum D10, Mandragora E Radice Siccata D10, Marsdenia Cundurango D6, Mucosa Coli Suis	0	1
8431	Fennel, Sweet, Valerianae Radix, Menthae Piperitae Herba, Melissae Herba	0	1
8678	Argentum Nitricum D4, Acidum Arsenicosum D6, Carbo Vegetabilis D8, Citrullus Colocynthis D3, Stibium Sulfuratum Nigrum D6, Strychnos Nux-Vomica D3, Pulsatilla Pratensis D3, Veratrum Album D3	0	1
8925	Procyclidine	0	1
9172	Pemetrexed Disodium Hemipentahydrate	0	6
9419	Meglumine Amidotrizoate, Sodium Amidotrizoate, Calcium Amidotrizoate	0	1
9666	Articaine, Epinephrine	0	1
9913	Asclepias Tuberosa Dil. D30, Asclepias Tuberosa Dil. D200, Asclepias Tuberosa Dil. D10, Ranunculus Bulbosus Dil. D10, Ranunculus Bulbosus Dil. D15, Ranunculus Bulbosus Dil. D30, Ranunculus Bulbosus Dil. D200, Asclepias Tuberosa Dil. D20, Asclepias Tuberos	0	1
10160	Vimseltinib	0	1
10407	Fusidic Acid, Triamcinolone Acetonide	0	1
10654	Amanita Muscaria Dil. D3, Gelsemium Sempervirens Dil. D5, Veratrum Album Dil. D5, Atropinum Sulfuricum Dil. D5, Ammonium Bromatum D3, Cuprum Sulfuricum D5, Matricaria Recutita D2, Passiflora Incarnata D1, Aconitum Napellus Dil. D5, Citrullus Colocynthis D	0	1
10901	Glutathione	0	1
11148	Belladonna D3, Hepar Sulfuris D3, Silicea D3, Hydrargyrum Biiodatum D8	0	1
11395	Dactylopius Coccus D2, Belladonna D3, Pulsatilla Pratensis D5, Arctostaphylos Uva-Ursi D1, Argentum Metallicum D8, Aconitum Napellus D3, Euphrasia Officinalis D3, Helleborus Niger D4	0	1
11642	Viscum Album Quercus Ex Herba Recente Col. D10	0	1
11889	Menthae Piperitae Folium, Psyllium Seed, Sage Leaf (Salvia Officinalis), Tormentil, Rubi Fruticosi Folium	0	1
280	Adapalene, Anhydrous Benzoyl Peroxide	0	6
1579	Antimonit Trit. D4	0	1
6519	Sulfogaiacol, Liquid Extract From Thyme (1:2), Extraction Solvents: Ethanol 30% (V/V), Ammonia Solution 25%, Glycerol 95%, Tincture Of Primula Root (1:5), Extraction Solvent: Ethanol 70% (V/V)	0	1
6766	Aminoacridine Hydrochloride, Lidocaine Hydrochloride Monohydrate	0	2
7013	Valine, Ornithine Hydrochloride, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Tyrosine, Aspartic Acid, Glutamic Acid, Glycine, Sodium Dihydrogen Phosphate Dihydrate, Tryptophan, 	0	1
7260	Cyclamen Dil. D3, Sanguinaria Canadensis D7, Gelsemium Dil. D4, Cocculus Dil.D4, Spigelia Dil. D4	0	1
7507	Propyl Parahydroxybenzoate, Lidocaine Hydrochloride	0	2
7754	Magnesium Chloride	0	1
8001	Gelsemium Sempervirens Dil. D4, Veratrum Album Dil. D 4, Acidum L(+)-Lacticum Dil. D15, Influencinum Nosode Dil. D30, Luffa Operculata Dil. D12, Gentiana Lutea Ø, Aconitum Napellus Dil. D4, Ferrum Phosphoricum Dil. D8	0	1
8248	Extract From Calendula Flower, Extraction Solvents: Ethanol And Paraffin, White Soft	0	1
8495	Dry Extract Of Birch Leaf (4-8:1), Extraction Solvent: Water	0	1
8742	Benzalkonium Chloride, Triclosan, Paraffin, Light Liquid	0	2
8989	Tetrachlorodecaoxide	0	1
9236	Almond Oil, Virgin, Beeswax, Yellow, D-Camphor, Phosphorus, Petroleum	0	1
9483	Neomycin Sulfate, Nystatin, Polymyxin B Sulfate	0	3
9730	Chlorphenamine Maleate, Phenylephrine Hydrochloride, Ascorbic Acid, Paracetamol, Dextromethorphan Hydrobromide Monohydrate	0	1
9977	Glyceryl Monooleate, Retinol Palmitate, Dexpanthenol, Sorbitan Sesquioleate, Decyl Oleate, Glycerol Monostearate 40-55, Paraffin Hard, Paraffin, Light Liquid, Sorbitol, Liquid (Non-Crystallising), Paraffin White Soft, Propylene Glycol, Isopropyl Myristate	0	1
10224	Cinchocaine Hydrochloride, Levomenthol, Prednisolone, Zinc Oxide, Ruscogenin	0	1
10471	Matricaria Recutita D10, Sulfur D12, Mercurius Solubilis Hahnemanni D15	0	1
10718	Ertugliflozin	0	1
10965	Lidofenin, Technetium (99mtc) Pertechnetate	0	1
11212	Bellis Perennis Trit: D 2, Hamamelis Virginiana Trit. D 2, Mercurius Solubilis Hahnemanni Trit. D 8, Aconitum Trit. D3, Atropa Bella-Donna Trit. D4, Echinacea Trit D2, Hepar Sulfuris Trit. D8, Symphytum Officinale Trit. D8, Achillea Millefolium Trit. D3, 	0	1
