KEN_id,Description,Base_cost,AverageStay,Additional_daily_cost
Φ60Χ,Τραύματα χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,288,2,144
Φ61Α,Αλλεργικές αντιδράσεις,280,1,280
Φ62Μ,Δηλητηριάσεις. τοξικές επιδράσεις φαρμάκων και άλλων ουσιών με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,1183,4,295.75
Φ62Χ,Δηλητηριάσεις. τοξικές επιδράσεις φαρμάκων και άλλων ουσιών χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,374,2,187
Φ63Μ,Δευτερογενείς επιπλοκές θεραπείας με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,1245,6,207.5
Φ63Χ,Δευτερογενείς επιπλοκές θεραπείας χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,506,3,168.6666667
Φ64Μ,Άλλες διαγνώσεις τραυματισμού. δηλητηρίασης και τοξικής επίδρασης με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,1159,5,231.8
Φ64Χ,Άλλες διαγνώσεις τραυματισμού. δηλητηρίασης και τοξικής επίδρασης χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές,303,1,303
Ζ01Α,Μηχανική υποστήριξη αναπνοής για εγκαυματίες και σοβαρά ολικού πάχους εγκαύματα,36068,38,949.1578947
Ζ02Μ,Λοιπά εγκαύματα και δερματικά μοσχεύματα με συνυπάρχουσες παθήσεις-επιπλοκές,7225,18,401.3888889
Ζ02Χ,Λοιπά εγκαύματα και δερματικά μοσχεύματα χωρίς συνυπάρχουσες παθήσεις-επιπλοκές,2979,6,496.5
Ζ03Α,Λοιπές επεμβάσεις στο χειρουργείο για εγκαύματα,2312,5,462.4
Ζ20Α,Εγκαύματα που διακομίστηκαν σε άλλη μονάδα < 5 ημέρες,241,1,241
Ζ21Α,Σοβαρά εγκαύματα,848,4,212
Ζ22Μ,Άλλα εγκαύματα με συνυπάρχουσες παθήσεις – επιπλοκές,1167,6,194.5
Ζ22Χ,Άλλα εγκαύματα χωρίς συνυπάρχουσες παθήσεις – επιπλοκές,397,2,198.5
S01Μ,Χειρουργικές επεμβάσεις για διαγνώσεις που σχετίζονται με άλλη χρήση υπηρεσιών υγείας με σοβαρές ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές,2413,6,402.1666667
S01Χ,Χειρουργικές επεμβάσεις για διαγνώσεις που σχετίζονται με άλλη χρήση υπηρεσιών υγείας χωρίς σοβαρές ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές,1334,1,1334
S01Α,Ενδοσκοπήσεις για διάγνωση για άλλη χρήση υπηρεσιών υγείας. ίδια ημέρα,540,1,540
S20Μ,Αποκατάσταση με καταστροφικές συνυπάρχουσες παθήσεις – επιπλοκές,2716,20,135.8
S20Χ,Αποκατάσταση χωρίς καταστροφικές συνυπάρχουσες παθήσεις – επιπλοκές,1759,19,92.57894737
S20Α,Αποκατάσταση. της ίδιας ημέρας,934,1,934
S21Μ,Σημεία και συμπτώματα,887,5,177.4
S21Χ,Σημεία και συμπτώματα. της ίδιας ημέρας,232,1,232
S23Μ,Follow up για χειρουργικές και ιατρικές υπηρεσίες και φροντίδα με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές,2039,14,145.6428571
S23Χ,Follow up για χειρουργικές και ιατρικές υπηρεσίες και φροντίδα χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές,848,6,141.3333333
S24Μ,Λοιποί παράγοντες επηρεασμού της κατάστασης της υγείας,770,4,192.5
S24Χ,Λοιποί παράγοντες επηρεασμού της κατάστασης της υγείας. την ίδια ημέρα,216,1,216
S25Α,Συγγενείς ανωμαλίες και προβλήματα από την νεογνική περίοδο,1082,4,270.5
G01Μα,Χειρουργικές επεμβάσεις που δεν σχετίζονται με κάποια κύρια διάγνωση με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές,5709,22,259.5
G01Μβ,Χειρουργικές επεμβάσεις που δεν σχετίζονται με κάποια κύρια διάγνωση με σοβαρής βαρύτητας συνυπάρχουσες παθήσεις-επιπλοκές,3573,9,397
G01Χ,Χειρουργικές επεμβάσεις που δεν σχετίζονται με κάποια κύρια διάγνωση χωρίς συνυπάρχουσες παθήσεις-επιπλοκές,2182,3,727.3333333
W10Α,Μη εφικτό να ταξινομηθούν. μικρής βαρύτητας,2014,3,671.3333333
W11Α,Μη αποδεκτή κύρια διάγνωση. μικρής βαρύτητας,991,2,495.5
W13Α,Διάγνωση για νεογνά. που δεν είναι συμβατή με την ηλικία/βάρος. μικρής βαρύτητας,685,2,342.5
